koaid,night,order,wave_min,wave_max,n_valid,n_good,frac_good,frac_zero,snr_valid,snr_good,med_counts,med_frac_use,fwhm,flag_masked,flag_lowsnr,resid,resid_format,resid_det,nsigma,snr_rel,snr_rel_ratio,flag_anomaly,use
HI.19980717.48747,19980717,91,3889.8358,3945.5150,2037,2014,0.9887,0.0054,63.0454,63.0195,4469.2045,0.9659,2.0908,0,0,-0.0173,-0.0169,-0.0004,-0.3779,0.5521,1.0021,0,1
HI.19980717.48747,19980717,90,3933.0477,3989.3522,2037,2023,0.9931,0.0054,71.3464,71.2591,5871.5156,0.9627,2.0520,0,0,-0.0224,-0.0220,-0.0004,-0.3962,0.6243,1.0045,0,1
HI.19980717.48747,19980717,89,3977.2282,4034.1716,2038,2024,0.9931,0.0049,94.7966,94.7835,11433.0465,0.9642,2.0619,0,0,0.0609,0.0621,-0.0012,-1.1632,0.8303,1.0006,0,1
HI.19980717.48747,19980717,88,4022.4102,4080.0158,2037,2024,0.9936,0.0054,100.5945,100.5357,13278.6622,0.9627,2.0898,0,0,0.0406,0.0419,-0.0013,-1.2564,0.8807,0.9993,0,1
HI.19980717.48747,19980717,87,4068.6339,4126.9106,2037,2016,0.9897,0.0054,106.3133,106.2977,15351.1986,0.9608,2.0870,0,0,0.0228,0.0231,-0.0002,-0.2060,0.9312,1.0012,0,1
HI.19980717.48747,19980717,86,4115.9308,4174.8990,2038,2020,0.9912,0.0049,112.5931,112.6250,17855.0099,0.9565,2.0780,0,0,0.0163,0.0160,0.0003,0.3348,0.9866,1.0012,0,1
HI.19980717.48747,19980717,85,4164.3379,4224.0106,2038,1995,0.9789,0.0049,115.8873,115.6750,19423.1044,0.9538,2.0772,0,0,0.0083,0.0092,-0.0009,-0.8856,1.0134,0.9988,0,1
HI.19980717.48747,19980717,84,4213.9021,4274.2936,2037,1991,0.9774,0.0054,119.0400,118.9405,20947.5857,0.9503,2.0713,0,0,0.0021,0.0022,-0.0001,-0.1130,1.0420,1.0003,0,1
HI.19980717.48747,19980717,83,4264.6583,4325.7894,2039,2014,0.9877,0.0044,116.9054,116.8686,19929.7870,0.9467,2.0382,0,0,-0.0258,-0.0258,-0.0000,-0.0325,1.0238,1.0013,0,1
HI.19980717.48747,19980717,82,4316.6532,4378.5354,2039,1951,0.9568,0.0044,127.5959,127.7511,25725.1069,0.9403,2.0452,0,0,0.0022,0.0019,0.0003,0.3020,1.1192,1.0020,0,1
HI.19980717.48747,19980717,81,4369.9306,4432.5894,2039,1829,0.8970,0.0044,132.3277,133.0347,28807.1069,0.9331,2.0147,0,0,0.0071,0.0040,0.0031,2.9775,1.1654,1.0045,0,1
HI.19980717.48747,19980717,80,4424.5396,4487.9993,2039,1737,0.8519,0.0044,137.7673,138.1984,33006.8156,0.9299,2.0363,0,0,0.0098,0.0091,0.0007,0.6782,1.2107,1.0029,0,1
HI.19980717.48747,19980717,79,4480.5340,4544.8015,2039,1774,0.8700,0.0044,141.7209,142.7033,36625.9661,0.9326,2.0808,0,0,0.0062,0.0097,-0.0035,-3.3653,1.2501,1.0003,0,1
HI.19980717.48747,19980717,78,4537.9641,4603.0541,2039,1914,0.9387,0.0044,143.2273,143.5504,38642.7185,0.9444,2.0802,0,0,-0.0071,0.0079,-0.0150,-14.5421,1.2576,0.9907,0,1
HI.19980717.48747,19980717,77,4596.8874,4662.8366,2039,1080,0.5297,0.0044,148.5225,149.5562,42966.3502,0.9026,2.0085,0,0,0.0077,0.0071,0.0005,0.5039,1.3102,1.0135,0,1
HI.19980717.48747,19980717,76,4657.3563,4724.1857,2039,978,0.4796,0.0044,147.8882,149.3263,42517.4153,0.8982,2.1585,1,0,nan,0.0005,nan,nan,nan,nan,0,0
HI.19980717.48747,19980717,75,4719.4319,4785.9038,2000,683,0.3415,0.0234,150.6387,152.3206,45612.1081,0.8848,2.1289,1,0,nan,0.0063,nan,nan,nan,nan,0,0
HI.19980717.48747,19980717,74,4783.1992,4850.5730,2000,622,0.3110,0.0234,151.8100,152.7034,47035.0531,0.8818,2.1633,1,0,nan,0.0100,nan,nan,nan,nan,0,0
HI.19980717.48747,19980717,73,4848.7128,4918.3046,2029,212,0.1045,0.0093,148.4369,149.2725,42901.6411,0.8549,2.2369,1,0,nan,-0.0082,nan,nan,nan,nan,0,0
HI.19980717.48747,19980717,72,4916.0738,4986.6137,2038,1425,0.6992,0.0049,132.5738,133.9696,38209.6701,0.9337,2.2021,0,0,nan,-0.0016,nan,nan,1.1736,0.9067,0,1
HI.19980717.48747,19980717,71,4985.2613,5056.8310,2039,74,0.0363,0.0044,150.5924,nan,44466.7875,0.8236,2.3956,1,1,nan,-0.0135,nan,nan,nan,nan,0,0
HI.19980717.48747,19980717,70,5056.4697,5129.0576,1927,103,0.0535,0.0591,152.5413,nan,47861.5226,0.8333,2.4443,1,1,nan,-0.0050,nan,nan,nan,nan,0,0
HI.19980717.48747,19980717,69,5129.7406,5203.3798,2040,1209,0.5926,0.0039,142.4038,142.5201,44717.5252,0.9156,2.4859,0,0,nan,-0.0070,nan,nan,1.2485,0.9500,0,1
HI.19980717.48747,19980717,68,5205.1628,5279.8817,2040,21,0.0103,0.0039,163.8866,nan,60516.0932,0.7639,2.7428,1,1,nan,0.0009,nan,nan,nan,nan,0,0
HI.19980717.48747,19980717,67,5282.8435,5358.6737,2040,1118,0.5480,0.0039,154.3993,153.8524,57316.2320,0.9109,2.7427,0,0,nan,0.0070,nan,nan,1.3478,0.9631,0,1
HI.19980717.48747,19980717,66,5362.8723,5439.8431,2040,472,0.2314,0.0039,156.8590,156.7543,63012.4058,0.8504,2.7506,1,0,nan,0.0047,nan,nan,nan,nan,0,0
HI.19980717.48747,19980717,65,5445.3684,5523.5240,2040,244,0.1196,0.0039,159.8931,161.2610,67587.9131,0.8265,2.7931,1,0,nan,0.0010,nan,nan,nan,nan,0,0
HI.19980717.48747,19980717,64,5530.4410,5609.8074,2040,16,0.0078,0.0039,169.7541,nan,76494.2208,0.7718,2.4178,1,1,nan,-0.0017,nan,nan,nan,nan,0,0
HI.19980717.48747,19980717,63,5618.2148,5698.8264,2040,40,0.0196,0.0039,161.7362,nan,78106.1518,0.7832,2.5744,1,1,nan,-0.0023,nan,nan,nan,nan,0,0
HI.19980717.48747,19980717,62,5708.8257,5790.7222,2041,8,0.0039,0.0034,203.2810,nan,118626.0433,0.5555,2.4647,1,1,nan,0.0002,nan,nan,nan,nan,0,0
HI.19980717.48747,19980717,61,5802.4045,5885.6250,2041,44,0.0216,0.0034,166.4246,nan,89580.8488,0.7752,2.5795,1,1,nan,0.0024,nan,nan,nan,nan,0,0
HI.19980717.48747,19980717,60,5899.1475,5983.6849,2040,93,0.0456,0.0039,164.8554,nan,90887.5724,0.7894,2.5112,1,1,nan,0.0014,nan,nan,nan,nan,0,0
HI.19980717.48747,19980717,59,5999.0822,6085.0672,2041,10,0.0049,0.0034,188.4561,nan,116688.7147,0.6728,2.4095,1,1,nan,0.0021,nan,nan,nan,nan,0,0
HI.19980717.48747,19980717,58,6102.5073,6189.9532,2041,37,0.0181,0.0034,188.3862,nan,114772.4037,0.6670,2.6504,1,1,nan,-0.0030,nan,nan,nan,nan,0,0
HI.19980717.48747,19980717,57,6209.6171,6261.8801,1130,664,0.5876,0.4482,105.2287,113.4640,67410.5869,1.0000,2.6709,0,0,nan,0.0041,nan,nan,0.9940,0.6347,0,1
HI.19980718.29255,19980718,93,3806.2190,3860.6738,2037,2030,0.9966,0.0054,40.1289,40.1135,1755.9636,0.9967,1.6210,0,0,-0.0307,-0.0296,-0.0011,-1.1164,0.4150,0.9898,0,1
HI.19980718.29255,19980718,92,3847.5777,3902.6365,2037,2032,0.9975,0.0054,48.1717,48.1700,2579.1345,0.9969,1.6281,0,0,0.0197,0.0207,-0.0010,-0.9498,0.4983,0.9919,0,1
HI.19980718.29255,19980718,91,3889.8466,3945.5224,2036,2028,0.9961,0.0059,53.1559,53.1559,3179.0673,0.9969,1.6228,0,0,-0.0140,-0.0169,0.0029,2.7965,0.5499,0.9981,0,1
HI.19980718.29255,19980718,90,3933.0586,3989.3589,2037,2025,0.9941,0.0054,59.8255,59.8862,4131.4231,0.9980,1.6008,0,0,-0.0226,-0.0220,-0.0006,-0.6163,0.6195,0.9969,0,1
HI.19980718.29255,19980718,89,3977.2377,4034.1811,2037,2032,0.9975,0.0054,80.1797,80.1739,8195.6078,0.9985,1.6247,0,0,0.0626,0.0621,0.0005,0.4576,0.8294,0.9994,0,1
HI.19980718.29255,19980718,88,4022.4229,4080.0234,2037,2022,0.9926,0.0054,85.2084,85.2620,9550.7646,0.9984,1.6216,0,0,0.0423,0.0419,0.0004,0.4281,0.8820,1.0007,0,1
HI.19980718.29255,19980718,87,4068.6446,4126.9172,2037,2030,0.9966,0.0054,89.8124,89.8006,10951.4874,0.9985,1.6301,0,0,0.0225,0.0231,-0.0006,-0.5422,0.9290,0.9988,0,1
HI.19980718.29255,19980718,86,4115.9406,4174.9042,2037,2033,0.9980,0.0054,95.2443,95.2671,12852.2794,0.9984,1.6226,0,0,0.0163,0.0160,0.0003,0.3269,0.9855,1.0001,0,1
HI.19980718.29255,19980718,85,4164.3510,4224.0184,2037,2037,1.0000,0.0054,98.0676,98.0676,13950.3933,0.9985,1.6076,0,0,0.0096,0.0092,0.0004,0.4145,1.0145,0.9999,0,1
HI.19980718.29255,19980718,84,4213.9104,4274.3026,2037,2007,0.9853,0.0054,100.7094,100.4893,15073.0634,0.9986,1.6004,0,0,0.0024,0.0022,0.0002,0.2295,1.0395,0.9980,0,1
HI.19980718.29255,19980718,83,4264.6707,4325.7960,2039,2026,0.9936,0.0044,98.7197,98.6351,14280.0745,0.9984,1.5911,0,0,-0.0257,-0.0258,0.0000,0.0325,1.0204,0.9980,0,1
HI.19980718.29255,19980718,82,4316.6615,4378.5477,2039,2039,1.0000,0.0044,107.7532,107.7532,18431.1054,0.9984,1.5939,0,0,0.0019,0.0019,0.0000,0.0241,1.1147,0.9980,0,1
HI.19980718.29255,19980718,81,4369.9429,4432.5997,2039,2038,0.9995,0.0044,111.6427,111.6452,20607.0553,0.9985,1.5863,0,0,0.0035,0.0040,-0.0005,-0.4676,1.1549,0.9955,0,1
HI.19980718.29255,19980718,80,4424.5541,4488.0029,2039,2039,1.0000,0.0044,116.3533,116.3533,23620.3892,0.9985,1.5866,0,0,0.0087,0.0091,-0.0004,-0.3985,1.2036,0.9971,0,1
HI.19980718.29255,19980718,79,4480.5473,4544.8098,2039,2039,1.0000,0.0044,120.7764,120.7764,26645.1009,0.9985,1.5729,0,0,0.0108,0.0097,0.0011,1.0740,1.2494,0.9997,0,1
HI.19980718.29255,19980718,78,4537.9756,4603.0643,2039,2034,0.9975,0.0044,122.8899,122.8896,28464.7558,0.9983,1.5723,0,0,0.0079,0.0079,-0.0000,-0.0212,1.2713,1.0015,0,1
HI.19980718.29255,19980718,77,4596.8979,4662.8470,2039,2036,0.9985,0.0044,124.9678,124.9608,30116.9525,0.9982,1.5650,0,0,0.0067,0.0071,-0.0004,-0.4203,1.2927,1.0000,0,1
HI.19980718.29255,19980718,76,4657.3681,4724.1947,2039,2036,0.9985,0.0044,124.4156,124.4218,29854.6147,0.9982,1.5767,0,0,0.0001,0.0005,-0.0004,-0.3748,1.2871,1.0017,0,1
HI.19980718.29255,19980718,75,4719.4514,4785.9167,2000,1994,0.9970,0.0234,126.6962,126.6590,31830.0642,0.9981,1.5763,0,0,0.0062,0.0063,-0.0001,-0.1223,1.3103,1.0027,0,1
HI.19980718.29255,19980718,74,4783.2127,4850.5823,2000,2000,1.0000,0.0234,127.5282,127.5282,32893.6990,0.9981,1.5734,0,0,0.0091,0.0100,-0.0008,-0.8259,1.3192,1.0000,0,1
HI.19980718.29255,19980718,73,4848.7235,4918.3252,2039,1993,0.9774,0.0044,123.9449,123.5977,29367.8320,0.9981,1.5736,0,0,-0.0078,-0.0082,0.0004,0.4097,1.2786,0.9914,0,1
HI.19980718.29255,19980718,72,4916.0526,4986.6163,2039,2031,0.9961,0.0044,125.8621,125.8067,31633.3033,0.9980,1.5664,0,0,-0.0010,-0.0016,0.0006,0.5997,1.3014,1.0054,0,1
HI.19980718.29255,19980718,71,4985.2810,5056.8393,2039,2027,0.9941,0.0044,123.8724,123.8590,30014.9007,0.9975,1.5768,0,0,-0.0120,-0.0135,0.0015,1.4730,1.2813,1.0000,0,1
HI.19980718.29255,19980718,70,5056.4840,5129.0688,1927,1921,0.9969,0.0591,126.8183,126.7883,32622.1038,0.9975,1.5720,0,0,-0.0048,-0.0050,0.0002,0.1917,1.3116,1.0061,0,1
HI.19980718.29255,19980718,69,5129.7505,5203.3953,2040,2036,0.9980,0.0039,128.3044,128.2799,34369.9902,0.9973,1.5586,0,0,-0.0066,-0.0070,0.0003,0.2979,1.3270,1.0098,0,1
HI.19980718.29255,19980718,68,5205.1796,5279.8984,2040,2036,0.9980,0.0039,132.1000,132.0828,38678.5418,0.9970,1.5524,0,0,0.0010,0.0009,0.0001,0.0840,1.3664,1.0042,0,1
HI.19980718.29255,19980718,67,5282.8567,5358.6877,2040,2033,0.9966,0.0039,136.0850,136.0441,43774.0518,0.9971,1.5453,0,0,0.0070,0.0070,0.0000,0.0000,1.4073,1.0057,0,1
HI.19980718.29255,19980718,66,5362.8900,5439.8625,2040,2031,0.9956,0.0039,137.6400,137.5978,46160.0603,0.9965,1.5296,0,0,0.0047,0.0047,0.0000,0.0000,1.4234,1.0000,0,1
HI.19980718.29255,19980718,65,5445.3827,5523.5343,2040,2026,0.9931,0.0039,138.9931,138.9461,48312.2445,0.9962,1.5178,0,0,0.0012,0.0010,0.0002,0.2336,1.4374,1.0020,0,1
HI.19980718.29255,19980718,64,5530.4532,5609.8236,2040,2032,0.9961,0.0039,140.2158,140.1543,50814.3316,0.9959,1.4974,0,0,-0.0018,-0.0017,-0.0001,-0.0831,1.4499,1.0001,0,1
HI.19980718.29255,19980718,63,5618.2282,5698.8439,2040,2033,0.9966,0.0039,141.6865,141.6611,53433.4439,0.9954,1.5000,0,0,-0.0023,-0.0023,0.0000,0.0000,1.4654,1.0001,0,1
HI.19980718.29255,19980718,62,5708.8412,5790.7320,2041,2035,0.9971,0.0034,144.1508,144.1280,57712.8768,0.9948,1.4946,0,0,0.0004,0.0002,0.0002,0.2337,1.4910,1.0000,0,1
HI.19980718.29255,19980718,61,5802.4200,5885.6391,2041,2034,0.9966,0.0034,146.2904,146.2892,62296.5102,0.9943,1.5023,0,0,0.0026,0.0024,0.0002,0.1913,1.5133,1.0000,0,1
HI.19980718.29255,19980718,60,5899.1164,5983.7101,2041,2037,0.9980,0.0034,147.6895,147.6839,65481.0013,0.9939,1.4987,0,0,0.0016,0.0014,0.0002,0.2077,1.5278,1.0132,0,1
HI.19980718.29255,19980718,59,5999.0911,6085.1000,2041,2037,0.9980,0.0034,149.4755,149.4705,69663.2459,0.9930,1.4948,0,0,0.0021,0.0021,0.0000,0.0000,1.5462,1.0141,0,1
HI.19980718.29255,19980718,58,6102.5221,6189.9798,2041,2037,0.9980,0.0034,149.7948,149.7724,70096.9834,0.9920,1.4933,0,0,-0.0020,-0.0030,0.0009,0.9096,1.5494,1.0126,0,1
HI.19980718.29255,19980718,57,6209.5811,6261.8737,1165,1042,0.8944,0.4312,152.2184,151.6789,73865.7860,0.9934,1.5913,0,0,0.0017,0.0041,-0.0023,-2.2802,1.5691,1.0019,0,1
HI.19980718.38646,19980718,93,3806.2124,3860.6752,2037,2020,0.9917,0.0054,39.1110,39.1133,1659.6666,0.9516,1.9184,0,0,-0.0290,-0.0296,0.0005,0.5040,0.4105,0.9793,0,1
HI.19980718.38646,19980718,92,3847.5726,3902.6340,2036,1988,0.9764,0.0059,46.9989,47.0966,2420.6676,0.9448,1.8500,0,0,0.0225,0.0207,0.0018,1.7421,0.4943,0.9840,0,1
HI.19980718.38646,19980718,91,3889.8419,3945.5186,2037,2012,0.9877,0.0054,51.1913,51.0722,2895.8460,0.9492,1.8958,0,0,-0.0215,-0.0169,-0.0047,-4.5480,0.5361,0.9730,0,1
HI.19980718.38646,19980718,90,3933.0539,3989.3582,2037,1977,0.9705,0.0054,58.0622,58.6161,3801.2747,0.9481,1.8754,0,0,-0.0214,-0.0220,0.0005,0.5310,0.6152,0.9900,0,1
HI.19980718.38646,19980718,89,3977.2342,4034.1774,2037,2014,0.9887,0.0054,78.4051,78.5900,7503.0791,0.9508,1.8505,0,0,0.0638,0.0621,0.0016,1.5955,0.8249,0.9940,0,1
HI.19980718.38646,19980718,88,4022.4187,4080.0239,2037,2023,0.9931,0.0054,83.4622,83.4651,8682.5664,0.9520,1.8701,0,0,0.0422,0.0419,0.0003,0.3265,0.8761,0.9940,0,1
HI.19980718.38646,19980718,87,4068.6405,4126.9149,2037,2025,0.9941,0.0054,88.3605,88.3839,10014.9468,0.9551,1.8851,0,0,0.0231,0.0231,0.0000,0.0245,0.9277,0.9974,0,1
HI.19980718.38646,19980718,86,4115.9359,4174.9026,2038,2028,0.9951,0.0049,93.8288,93.8740,11631.5427,0.9527,1.8968,0,0,0.0171,0.0160,0.0012,1.1293,0.9853,0.9999,0,1
HI.19980718.38646,19980718,85,4164.3466,4224.0172,2037,1993,0.9784,0.0054,96.7466,96.6704,12605.6421,0.9532,1.9051,0,0,0.0098,0.0092,0.0006,0.5893,1.0147,1.0001,0,1
HI.19980718.38646,19980718,84,4213.9056,4274.3002,2037,1996,0.9799,0.0054,99.3792,99.3213,13529.2883,0.9539,1.9130,0,0,0.0028,0.0022,0.0006,0.5781,1.0425,1.0008,0,1
HI.19980718.38646,19980718,83,4264.6665,4325.7946,2039,2019,0.9902,0.0044,97.2002,97.0112,12742.1881,0.9521,1.9005,0,0,-0.0289,-0.0258,-0.0031,-3.0490,1.0183,0.9959,0,1
HI.19980718.38646,19980718,82,4316.6572,4378.5443,2039,2016,0.9887,0.0044,106.7988,106.8560,16455.0555,0.9514,1.9123,0,0,0.0018,0.0019,-0.0000,-0.0241,1.1216,1.0041,0,1
HI.19980718.38646,19980718,81,4369.9391,4432.5969,2039,2020,0.9907,0.0044,111.0214,111.0706,18419.5590,0.9492,1.9137,0,0,0.0040,0.0040,0.0000,0.0245,1.1658,1.0049,0,1
HI.19980718.38646,19980718,80,4424.5507,4488.0005,2039,2017,0.9892,0.0044,116.0942,116.1791,21030.0408,0.9497,1.9155,0,0,0.0100,0.0091,0.0009,0.9078,1.2194,1.0102,0,1
HI.19980718.38646,19980718,79,4480.5435,4544.8083,2039,1987,0.9745,0.0044,120.6070,120.7546,23561.3964,0.9459,1.9299,0,0,0.0114,0.0097,0.0017,1.6952,1.2675,1.0142,0,1
HI.19980718.38646,19980718,78,4537.9718,4603.0568,2039,1989,0.9755,0.0044,122.7560,122.9358,25079.4138,0.9473,1.9300,0,0,0.0080,0.0079,0.0001,0.0683,1.2904,1.0165,0,1
HI.19980718.38646,19980718,77,4596.8946,4662.8462,2039,1993,0.9774,0.0044,125.0931,125.2565,26681.4146,0.9464,1.9241,0,0,0.0071,0.0071,0.0000,0.0000,1.3147,1.0170,0,1
HI.19980718.38646,19980718,76,4657.3668,4724.1921,2039,1965,0.9637,0.0044,124.3581,124.7160,26319.4454,0.9442,1.9243,0,0,0.0003,0.0005,-0.0003,-0.2458,1.3090,1.0188,0,1
HI.19980718.38646,19980718,75,4719.4471,4785.9148,2000,1920,0.9600,0.0234,126.7020,127.0521,27929.4251,0.9438,1.9319,0,0,0.0065,0.0063,0.0001,0.1426,1.3336,1.0205,0,1
HI.19980718.38646,19980718,74,4783.2085,4850.5796,2000,1891,0.9455,0.0234,127.8197,128.0454,28746.9398,0.9422,1.9324,0,0,0.0100,0.0100,0.0000,0.0000,1.3440,1.0188,0,1
HI.19980718.38646,19980718,73,4848.7198,4918.3209,2039,1847,0.9058,0.0044,122.9100,123.9236,25593.7467,0.9388,1.9432,0,0,-0.0077,-0.0082,0.0005,0.4833,1.3007,1.0086,0,1
HI.19980718.38646,19980718,72,4916.0491,4986.6142,2039,1836,0.9004,0.0044,125.5240,126.1899,27353.0512,0.9378,1.9072,0,0,-0.0010,-0.0016,0.0007,0.6708,1.3245,1.0232,0,1
HI.19980718.38646,19980718,71,4985.2771,5056.8349,2039,1655,0.8117,0.0044,123.6324,123.7408,25784.3611,0.9310,1.9747,0,0,-0.0145,-0.0135,-0.0010,-0.9809,1.2988,1.0137,0,1
HI.19980718.38646,19980718,70,5056.4799,5129.0653,1927,1567,0.8132,0.0591,126.7488,127.1893,28075.7825,0.9317,2.0184,0,0,-0.0062,-0.0050,-0.0012,-1.1944,1.3350,1.0241,0,1
HI.19980718.38646,19980718,69,5129.7457,5203.3942,2040,1621,0.7946,0.0039,128.9008,128.9560,29620.5089,0.9285,2.0133,0,0,-0.0082,-0.0070,-0.0012,-1.1910,1.3536,1.0300,0,1
HI.19980718.38646,19980718,68,5205.1751,5279.8947,2040,1551,0.7603,0.0039,133.3069,133.5469,33296.1932,0.9251,1.9918,0,0,0.0006,0.0009,-0.0003,-0.2789,1.4017,1.0302,0,1
HI.19980718.38646,19980718,67,5282.8522,5358.6844,2040,1469,0.7201,0.0039,138.2130,138.4670,37989.1250,0.9226,2.0710,0,0,0.0066,0.0070,-0.0004,-0.3759,1.4534,1.0386,0,1
HI.19980718.38646,19980718,66,5362.8860,5439.8591,2040,1365,0.6691,0.0039,140.3485,140.2070,40052.5316,0.9179,1.9727,0,0,0.0031,0.0047,-0.0016,-1.5263,1.4716,1.0339,0,1
HI.19980718.38646,19980718,65,5445.3781,5523.5306,2040,1257,0.6162,0.0039,142.2145,142.8069,41969.6718,0.9123,2.0543,0,0,0.0016,0.0010,0.0006,0.5580,1.4989,1.0449,0,1
HI.19980718.38646,19980718,64,5530.4543,5609.8217,2040,627,0.3074,0.0039,146.3570,146.3775,45574.4665,0.8800,2.0867,1,0,nan,-0.0017,nan,nan,nan,nan,0,0
HI.19980718.38646,19980718,63,5618.2230,5698.8409,2040,1035,0.5074,0.0039,146.4334,147.0846,46930.3930,0.9009,2.1351,0,0,nan,-0.0023,nan,nan,1.5438,1.0536,0,1
HI.19980718.38646,19980718,62,5708.8331,5790.7262,2041,1015,0.4973,0.0034,149.0539,149.6913,50412.0801,0.8997,2.1451,1,0,nan,0.0002,nan,nan,nan,nan,0,0
HI.19980718.38646,19980718,61,5802.4149,5885.6344,2041,951,0.4659,0.0034,152.0070,152.2624,54319.3021,0.8966,2.1639,1,0,nan,0.0024,nan,nan,nan,nan,0,0
HI.19980718.38646,19980718,60,5899.1196,5983.6949,2041,653,0.3199,0.0034,154.8174,154.9396,58178.3979,0.8821,2.1606,1,0,nan,0.0014,nan,nan,nan,nan,0,0
HI.19980718.38646,19980718,59,5999.1014,6085.0725,2041,554,0.2714,0.0034,157.6739,157.5581,62680.4532,0.8770,2.2248,1,0,nan,0.0021,nan,nan,nan,nan,0,0
HI.19980718.38646,19980718,58,6102.5270,6189.9764,2041,641,0.3141,0.0034,157.4289,157.2082,61675.5970,0.8797,2.2256,1,0,nan,-0.0030,nan,nan,nan,nan,0,0
HI.19980718.38646,19980718,57,6209.5756,6261.8683,1165,398,0.3416,0.4312,160.6150,152.1583,65267.1358,0.8648,2.3916,1,0,nan,0.0041,nan,nan,nan,nan,0,0
HI.19980718.49487,19980718,93,3806.2083,3860.6676,2032,2008,0.9882,0.0078,27.3101,27.3415,806.7291,1.0000,1.0000,0,0,-0.2276,-0.0296,-0.1980,-192.3985,0.2566,0.6122,1,0
HI.19980718.49487,19980718,92,3847.5691,3902.6298,2037,2031,0.9971,0.0054,52.0081,51.9983,2970.9028,0.9594,2.2045,0,0,0.1331,0.0207,0.1125,109.2768,0.4881,0.9715,1,0
HI.19980718.49487,19980718,91,3889.8390,3945.5152,2037,2023,0.9931,0.0054,57.3366,57.4031,3633.4778,0.9583,2.2362,0,0,0.0427,-0.0169,0.0595,57.8496,0.5388,0.9780,1,0
HI.19980718.49487,19980718,90,3933.0511,3989.3524,2037,2024,0.9936,0.0054,65.2261,65.2934,4774.5147,0.9541,2.2582,0,0,0.0127,-0.0220,0.0347,33.7326,0.6129,0.9862,1,0
HI.19980718.49487,19980718,89,3977.2306,4034.1738,2038,2022,0.9921,0.0049,86.9603,86.9743,9134.2417,0.9624,2.3024,0,0,0.0608,0.0621,-0.0013,-1.2855,0.8164,0.9838,0,1
HI.19980718.49487,19980718,88,4022.4158,4080.0171,2037,2030,0.9966,0.0054,92.8235,92.8289,10644.8852,0.9611,2.3198,0,0,0.0407,0.0419,-0.0012,-1.1677,0.8713,0.9886,0,1
HI.19980718.49487,19980718,87,4068.6372,4126.9103,2037,2023,0.9931,0.0054,98.6340,98.6340,12370.5585,0.9574,2.3278,0,0,0.0231,0.0231,0.0001,0.0758,0.9258,0.9954,0,1
HI.19980718.49487,19980718,86,4115.9329,4174.8702,2037,2022,0.9926,0.0054,104.7366,104.7232,14333.6591,0.9539,2.3309,0,0,0.0155,0.0160,-0.0004,-0.4236,0.9830,0.9975,0,1
HI.19980718.49487,19980718,85,4164.3436,4224.0114,2038,1998,0.9804,0.0049,108.5250,108.3462,15675.4032,0.9494,2.3434,0,0,0.0085,0.0092,-0.0007,-0.6907,1.0170,1.0024,0,1
HI.19980718.49487,19980718,84,4213.9029,4274.2954,2037,1988,0.9759,0.0054,112.0025,111.8339,16950.2291,0.9459,2.3189,0,0,0.0017,0.0022,-0.0005,-0.4996,1.0497,1.0078,0,1
HI.19980718.49487,19980718,83,4264.6630,4325.7894,2039,2029,0.9951,0.0044,110.3588,110.2779,16336.9915,0.9414,2.3220,0,0,-0.0269,-0.0258,-0.0012,-1.1319,1.0351,1.0124,0,1
HI.19980718.49487,19980718,82,4316.6537,4378.5400,2039,1954,0.9583,0.0044,121.5640,121.7019,21119.8440,0.9352,2.2942,0,0,0.0033,0.0019,0.0014,1.3753,1.1424,1.0228,0,1
HI.19980718.49487,19980718,81,4369.9351,4432.5923,2039,1816,0.8906,0.0044,126.9375,127.2345,23850.6804,0.9275,2.2544,0,0,0.0061,0.0040,0.0021,2.0373,1.1943,1.0294,0,1
HI.19980718.49487,19980718,80,4424.5463,4487.9956,2039,1724,0.8455,0.0044,132.9047,132.8118,27242.8157,0.9247,2.2959,0,0,0.0061,0.0091,-0.0030,-2.9426,1.2467,1.0327,0,1
HI.19980718.49487,19980718,79,4480.5393,4544.8026,2039,1682,0.8249,0.0044,137.6266,137.5373,30418.8336,0.9234,2.2822,0,0,0.0009,0.0097,-0.0088,-8.5628,1.2910,1.0330,0,1
HI.19980718.49487,19980718,78,4537.9685,4603.0501,2039,1250,0.6130,0.0044,142.1760,142.2207,33464.9254,0.9086,2.2459,0,0,-0.0029,0.0079,-0.0108,-10.5194,1.3350,1.0517,0,1
HI.19980718.49487,19980718,77,4596.8901,4662.8400,2039,862,0.4228,0.0044,145.4422,145.0861,35930.8413,0.8940,2.2205,1,0,nan,0.0071,nan,nan,nan,nan,0,0
HI.19980718.49487,19980718,76,4657.3609,4724.1868,2039,847,0.4154,0.0044,144.8581,144.9234,35477.3807,0.8927,2.2428,1,0,nan,0.0005,nan,nan,nan,nan,0,0
HI.19980718.49487,19980718,75,4719.4426,4785.9089,2000,406,0.2030,0.0234,148.7525,148.5146,38445.8582,0.8747,2.2219,1,0,nan,0.0063,nan,nan,nan,nan,0,0
HI.19980718.49487,19980718,74,4783.2041,4850.5744,2000,328,0.1640,0.0234,150.1882,144.7998,39506.0716,0.8723,2.2352,1,0,nan,0.0100,nan,nan,nan,nan,0,0
HI.19980718.49487,19980718,73,4848.7152,4918.3163,2039,1273,0.6243,0.0044,140.6366,142.3461,33584.8233,0.9169,2.3421,0,0,nan,-0.0082,nan,nan,1.3361,1.0360,0,1
