koaid,night,order,wave_min,wave_max,n_valid,n_good,frac_good,frac_zero,snr_valid,snr_good,med_counts,med_frac_use,fwhm,flag_masked,flag_lowsnr,resid,resid_format,resid_det,nsigma,snr_rel,snr_rel_ratio,flag_anomaly,use
HI.19980718.49487,19980718,72,4916.0432,4986.6083,2039,897,0.4399,0.0044,145.5410,146.8268,37157.3091,0.8932,2.2543,1,0,nan,-0.0016,nan,nan,nan,nan,0,0
HI.19980718.49487,19980718,71,4985.2722,5056.8301,2039,78,0.0383,0.0044,150.9393,nan,38715.1595,0.7962,2.6092,1,1,nan,-0.0135,nan,nan,nan,nan,0,0
HI.19980718.49487,19980718,70,5056.4748,5129.0600,1927,64,0.0332,0.0591,155.7490,nan,42905.8769,0.7800,2.6609,1,1,nan,-0.0050,nan,nan,nan,nan,0,0
HI.19980718.49487,19980718,69,5129.7407,5203.3896,2040,1443,0.7074,0.0039,138.4572,138.3653,36564.3920,0.9294,2.7016,0,0,nan,-0.0070,nan,nan,1.2988,0.9883,0,1
HI.19980718.49487,19980718,68,5205.1701,5279.8898,2040,1273,0.6240,0.0039,143.2221,143.5990,41439.1556,0.9183,2.7115,0,0,nan,0.0009,nan,nan,1.3479,0.9906,0,1
HI.19980718.49487,19980718,67,5282.8473,5358.6740,2040,63,0.0309,0.0039,174.1919,nan,61726.7390,0.7149,2.8541,1,1,nan,0.0070,nan,nan,nan,nan,0,0
HI.19980718.49487,19980718,66,5362.8813,5439.8439,2040,860,0.4216,0.0039,150.0092,150.4093,50599.7574,0.8868,2.7298,1,0,nan,0.0047,nan,nan,nan,nan,0,0
HI.19980718.49487,19980718,65,5445.3772,5523.5249,2040,32,0.0157,0.0039,172.4404,nan,63494.8818,0.7538,2.6937,1,1,nan,0.0010,nan,nan,nan,nan,0,0
HI.19980718.49487,19980718,64,5530.4494,5609.8157,2040,10,0.0049,0.0039,185.2312,nan,75289.7481,0.6587,2.5241,1,1,nan,-0.0017,nan,nan,nan,nan,0,0
HI.19980718.49487,19980718,63,5618.2190,5698.8360,2040,590,0.2892,0.0039,157.8929,158.6371,59306.0389,0.8655,2.8935,1,0,nan,-0.0023,nan,nan,nan,nan,0,0
HI.19980718.49487,19980718,62,5708.8276,5790.7234,2041,8,0.0039,0.0034,179.1363,nan,75674.6688,0.7339,2.9418,1,1,nan,0.0002,nan,nan,nan,nan,0,0
HI.19980718.49487,19980718,61,5802.4091,5885.6284,2041,28,0.0137,0.0034,172.7422,nan,81081.3477,0.7173,3.1351,1,1,nan,0.0024,nan,nan,nan,nan,0,0
HI.19980718.49487,19980718,60,5899.1147,5983.6895,2041,9,0.0044,0.0034,195.4408,nan,96259.6797,0.6431,2.8540,1,1,nan,0.0014,nan,nan,nan,nan,0,0
HI.19980718.49487,19980718,59,5999.0953,6085.0520,2040,10,0.0049,0.0039,204.5547,nan,128788.1314,0.4292,3.4456,1,1,nan,0.0021,nan,nan,nan,nan,0,0
HI.19980718.49487,19980718,58,6102.5216,6188.7071,1992,0,0.0000,0.0273,276.3606,nan,209705.1256,0.3109,3.9475,1,1,nan,-0.0030,nan,nan,nan,nan,0,0
HI.19980718.49487,19980718,57,6209.6188,6261.8619,1153,487,0.4224,0.4370,196.8701,81.5315,446919.6219,0.1328,0.5130,1,0,nan,0.0041,nan,nan,nan,nan,0,0
HI.19980719.24897,19980719,93,3806.2202,3860.6687,2037,2024,0.9936,0.0054,52.3682,52.4172,3071.4530,0.9922,1.7199,0,0,-0.0278,-0.0296,0.0017,1.6788,0.4430,1.0568,0,1
HI.19980719.24897,19980719,92,3847.5774,3902.6344,2037,2022,0.9926,0.0054,62.3825,62.2937,4497.2993,0.9934,1.6930,0,0,0.0189,0.0207,-0.0018,-1.7479,0.5265,1.0480,0,1
HI.19980719.24897,19980719,91,3889.8447,3945.5206,2037,2032,0.9975,0.0054,68.1405,68.1202,5464.9175,0.9946,1.7259,0,0,-0.0139,-0.0169,0.0030,2.9271,0.5757,1.0451,0,1
HI.19980719.24897,19980719,90,3933.0572,3989.3551,2037,2036,0.9995,0.0054,76.6600,76.6589,7240.6343,0.9960,1.6941,0,0,-0.0181,-0.0220,0.0039,3.8228,0.6479,1.0426,0,1
HI.19980719.24897,19980719,89,3977.2357,4034.1790,2037,2031,0.9971,0.0054,100.0516,100.0500,14358.1258,0.9972,1.7164,0,0,0.0589,0.0621,-0.0033,-3.1689,0.8456,1.0190,0,1
HI.19980719.24897,19980719,88,4022.4217,4080.0188,2038,2025,0.9936,0.0049,105.5862,105.5083,16618.4331,0.9976,1.7086,0,0,0.0384,0.0419,-0.0034,-3.3337,0.8917,1.0118,0,1
HI.19980719.24897,19980719,87,4068.6427,4126.9144,2037,2031,0.9971,0.0054,110.9961,110.9164,19167.0466,0.9977,1.7111,0,0,0.0213,0.0231,-0.0018,-1.7042,0.9375,1.0079,0,1
HI.19980719.24897,19980719,86,4115.9389,4174.9008,2038,2037,0.9995,0.0049,116.8273,116.8329,22379.8634,0.9979,1.7176,0,0,0.0149,0.0160,-0.0011,-1.0221,0.9875,1.0021,0,1
HI.19980719.24897,19980719,85,4164.3493,4224.0146,2038,2034,0.9980,0.0049,119.8053,119.7998,24219.3892,0.9981,1.7102,0,0,0.0087,0.0092,-0.0004,-0.4145,1.0125,0.9980,0,1
HI.19980719.24897,19980719,84,4213.9089,4274.2994,2037,2000,0.9818,0.0054,122.6274,122.4872,26234.6348,0.9982,1.7150,0,0,0.0027,0.0022,0.0005,0.4498,1.0353,0.9939,0,1
HI.19980719.24897,19980719,83,4264.6685,4325.7928,2039,2039,1.0000,0.0044,120.4370,120.4370,24551.8073,0.9982,1.7203,0,0,-0.0221,-0.0258,0.0037,3.5571,1.0179,0.9956,0,1
HI.19980719.24897,19980719,82,4316.6592,4378.5449,2039,2039,1.0000,0.0044,129.8860,129.8860,31846.2410,0.9984,1.7162,0,0,0.0014,0.0019,-0.0004,-0.4007,1.0978,0.9828,0,1
HI.19980719.24897,19980719,81,4369.9404,4432.5968,2039,2035,0.9980,0.0044,134.0186,134.0220,35572.2101,0.9984,1.7100,0,0,0.0034,0.0040,-0.0006,-0.5908,1.1327,0.9763,0,1
HI.19980719.24897,19980719,80,4424.5512,4487.9998,2039,2039,1.0000,0.0044,138.8014,138.8014,40626.7220,0.9984,1.6890,0,0,0.0078,0.0091,-0.0013,-1.2158,1.1731,0.9718,0,1
HI.19980719.24897,19980719,79,4480.5447,4544.8062,2039,2024,0.9926,0.0044,143.1236,143.1582,45559.0940,0.9984,1.7065,0,0,0.0094,0.0097,-0.0003,-0.3017,1.2100,0.9681,0,1
HI.19980719.24897,19980719,78,4537.9730,4603.0397,2038,2035,0.9985,0.0049,145.2007,145.2149,48441.9308,0.9985,1.6923,0,0,0.0068,0.0079,-0.0011,-1.0518,1.2273,0.9669,0,1
HI.19980719.24897,19980719,77,4596.8950,4662.8429,2039,2037,0.9990,0.0044,147.2316,147.2266,51284.6989,0.9985,1.6927,0,0,0.0059,0.0071,-0.0012,-1.1802,1.2443,0.9626,0,1
HI.19980719.24897,19980719,76,4657.3642,4724.1912,2039,2039,1.0000,0.0044,146.4208,146.4208,50758.6928,0.9984,1.6874,0,0,-0.0001,0.0005,-0.0006,-0.6211,1.2375,0.9631,0,1
HI.19980719.24897,19980719,75,4719.4493,4785.9127,2000,1995,0.9975,0.0234,148.7093,148.6870,53701.8230,0.9983,1.6925,0,0,0.0057,0.0063,-0.0007,-0.6457,1.2567,0.9617,0,1
HI.19980719.24897,19980719,74,4783.2098,4850.5789,2000,1998,0.9990,0.0234,149.3815,149.3769,55604.4355,0.9982,1.6856,0,0,0.0080,0.0100,-0.0020,-1.9287,1.2625,0.9570,0,1
HI.19980719.24897,19980719,73,4848.7204,4918.3221,2039,1997,0.9794,0.0044,145.4655,145.1819,49113.4293,0.9981,1.6808,0,0,-0.0068,-0.0082,0.0014,1.3594,1.2271,0.9515,0,1
HI.19980719.24897,19980719,72,4916.0494,4986.6126,2039,2031,0.9961,0.0044,147.1843,147.1507,52612.3121,0.9978,1.6627,0,0,-0.0016,-0.0016,0.0000,0.0000,1.2437,0.9608,0,1
HI.19980719.24897,19980719,71,4985.2786,5056.8361,2039,2026,0.9936,0.0044,145.3177,145.3065,49973.4013,0.9973,1.6684,0,0,-0.0102,-0.0135,0.0033,3.2028,1.2281,0.9585,0,1
HI.19980719.24897,19980719,70,5056.4809,5129.0652,1927,1919,0.9958,0.0591,147.9951,147.9762,53953.2878,0.9971,1.6536,0,0,-0.0047,-0.0050,0.0003,0.2823,1.2507,0.9594,0,1
HI.19980719.24897,19980719,69,5129.7476,5203.3906,2040,2018,0.9892,0.0039,149.8991,149.8053,57001.4011,0.9969,1.6659,0,0,-0.0050,-0.0070,0.0019,1.8868,1.2661,0.9634,0,1
HI.19980719.24897,19980719,68,5205.1763,5279.8945,2040,2030,0.9951,0.0039,153.2262,153.1758,63654.7012,0.9965,1.6633,0,0,0.0001,0.0009,-0.0008,-0.7858,1.2946,0.9514,0,1
HI.19980719.24897,19980719,67,5282.8535,5358.6837,2040,2028,0.9941,0.0039,157.3524,157.3132,71999.4446,0.9961,1.6501,0,0,0.0058,0.0070,-0.0012,-1.1755,1.3296,0.9501,0,1
HI.19980719.24897,19980719,66,5362.8866,5439.8586,2040,2031,0.9956,0.0039,158.9146,158.8739,76218.1096,0.9952,1.6453,0,0,0.0037,0.0047,-0.0010,-0.9462,1.3428,0.9434,0,1
HI.19980719.24897,19980719,65,5445.3795,5523.5304,2040,2032,0.9961,0.0039,160.3268,160.2937,79881.7122,0.9947,1.6571,0,0,0.0010,0.0010,0.0000,0.0116,1.3548,0.9444,0,1
HI.19980719.24897,19980719,64,5530.4500,5609.8190,2040,2027,0.9936,0.0039,161.8977,161.8234,84700.2765,0.9939,1.6594,0,0,-0.0009,-0.0017,0.0008,0.7454,1.3677,0.9435,0,1
HI.19980719.24897,19980719,63,5618.2250,5698.8397,2040,2033,0.9966,0.0039,163.1335,163.0939,88979.9366,0.9929,1.6615,0,0,-0.0024,-0.0023,-0.0001,-0.1223,1.3785,0.9407,0,1
HI.19980719.24897,19980719,62,5708.8368,5790.7287,2041,2033,0.9961,0.0034,165.6206,165.5948,96580.0564,0.9920,1.6743,0,0,-0.0002,0.0002,-0.0004,-0.3529,1.3996,0.9387,0,1
HI.19980719.24897,19980719,61,5802.4164,5885.6353,2041,2035,0.9971,0.0034,168.1288,168.1215,103326.1445,0.9902,1.6728,0,0,0.0024,0.0024,0.0000,0.0000,1.4209,0.9390,0,1
HI.19980719.24897,19980719,60,5899.1148,5983.7109,2041,2035,0.9971,0.0034,169.6547,169.6508,109635.3237,0.9887,1.6809,0,0,0.0010,0.0014,-0.0005,-0.4399,1.4339,0.9509,0,1
HI.19980719.24897,19980719,59,5999.0878,6085.0959,2041,2033,0.9961,0.0034,171.2613,171.2542,118536.6609,0.9865,1.6828,0,0,-0.0002,0.0021,-0.0023,-2.2384,1.4474,0.9493,0,1
HI.19980719.24897,19980719,58,6102.5186,6189.9759,2041,2037,0.9980,0.0034,172.1313,172.1275,117384.9212,0.9847,1.6956,0,0,-0.0036,-0.0030,-0.0007,-0.6457,1.4548,0.9508,0,1
HI.19980719.24897,19980719,57,6209.5737,6261.8701,1165,1053,0.9039,0.4312,176.0406,175.7357,127887.6865,0.9847,1.8793,0,0,0.0055,0.0041,0.0015,1.4416,1.4853,0.9484,0,1
HI.19980719.35708,19980719,93,3806.2112,3860.6703,2037,2020,0.9917,0.0054,44.5214,44.5453,2167.7253,0.9912,1.7531,0,0,-0.0336,-0.0296,-0.0041,-3.9397,0.4246,1.0127,0,1
HI.19980719.35708,19980719,92,3847.5705,3902.6307,2037,2029,0.9961,0.0054,53.5058,53.5517,3203.7179,0.9923,1.7724,0,0,0.0234,0.0207,0.0027,2.6400,0.5104,1.0159,0,1
HI.19980719.35708,19980719,91,3889.8400,3945.5159,2037,2028,0.9956,0.0054,58.0499,58.0006,3811.3750,0.9924,1.7837,0,0,-0.0184,-0.0169,-0.0015,-1.4841,0.5528,1.0034,0,1
HI.19980719.35708,19980719,90,3933.0518,3989.3540,2037,2032,0.9975,0.0054,65.4628,65.4085,5012.2486,0.9928,1.7747,0,0,-0.0247,-0.0220,-0.0028,-2.6828,0.6234,1.0031,0,1
HI.19980719.35708,19980719,89,3977.2314,4034.1746,2037,2026,0.9946,0.0054,87.6186,87.6076,9989.7823,0.9946,1.8112,0,0,0.0623,0.0621,0.0002,0.1542,0.8350,1.0062,0,1
HI.19980719.35708,19980719,88,4022.4162,4080.0189,2037,2030,0.9966,0.0054,92.9287,92.9154,11607.3311,0.9947,1.8120,0,0,0.0424,0.0419,0.0006,0.5481,0.8856,1.0048,0,1
HI.19980719.35708,19980719,87,4068.6380,4126.9112,2037,2036,0.9995,0.0054,97.8590,97.8711,13333.6497,0.9948,1.8069,0,0,0.0231,0.0231,0.0000,0.0044,0.9328,1.0029,0,1
HI.19980719.35708,19980719,86,4115.9336,4174.8986,2037,2033,0.9980,0.0054,103.5093,103.5093,15519.5448,0.9948,1.8072,0,0,0.0155,0.0160,-0.0005,-0.4855,0.9865,1.0011,0,1
HI.19980719.35708,19980719,85,4164.3441,4224.0130,2038,2022,0.9921,0.0049,106.3878,106.3326,16798.4003,0.9949,1.8081,0,0,0.0082,0.0092,-0.0010,-0.9437,1.0135,0.9989,0,1
HI.19980719.35708,19980719,84,4213.9034,4274.2966,2037,2002,0.9828,0.0054,109.2853,109.0616,18137.0680,0.9951,1.8055,0,0,0.0021,0.0022,-0.0001,-0.0578,1.0395,0.9979,0,1
HI.19980719.35708,19980719,83,4264.6638,4325.7902,2039,2030,0.9956,0.0044,107.5087,107.4868,17368.3196,0.9949,1.8080,0,0,-0.0232,-0.0258,0.0025,2.4618,1.0245,1.0020,0,1
HI.19980719.35708,19980719,82,4316.6546,4378.5410,2039,2035,0.9980,0.0044,117.0046,116.9613,22422.5790,0.9951,1.8089,0,0,0.0032,0.0019,0.0014,1.3141,1.1148,0.9980,0,1
HI.19980719.35708,19980719,81,4369.9360,4432.5932,2039,2026,0.9936,0.0044,120.6281,120.6255,24558.8274,0.9945,1.8062,0,0,0.0032,0.0040,-0.0008,-0.8242,1.1497,0.9909,0,1
HI.19980719.35708,19980719,80,4424.5473,4487.9965,2039,2023,0.9922,0.0044,125.5984,125.5397,28107.0506,0.9946,1.8152,0,0,0.0087,0.0091,-0.0004,-0.3768,1.1965,0.9912,0,1
HI.19980719.35708,19980719,79,4480.5403,4544.8038,2039,2030,0.9956,0.0044,129.7814,129.7388,31521.5800,0.9944,1.8109,0,0,0.0096,0.0097,-0.0001,-0.0852,1.2365,0.9894,0,1
HI.19980719.35708,19980719,78,4537.9686,4603.0747,2039,2030,0.9956,0.0044,132.0733,132.0480,33568.8903,0.9948,1.8160,0,0,0.0081,0.0079,0.0002,0.2039,1.2585,0.9915,0,1
HI.19980719.35708,19980719,77,4596.8910,4662.8409,2039,2034,0.9975,0.0044,133.6013,133.6030,35037.9203,0.9945,1.8067,0,0,0.0051,0.0071,-0.0020,-1.9608,1.2734,0.9851,0,1
HI.19980719.35708,19980719,76,4657.3617,4724.1879,2039,2026,0.9936,0.0044,133.7260,133.6928,35207.3494,0.9939,1.7973,0,0,0.0022,0.0005,0.0016,1.5762,1.2742,0.9916,0,1
HI.19980719.35708,19980719,75,4719.4452,4785.9099,2000,1988,0.9940,0.0234,135.1097,135.0842,36824.7999,0.9938,1.7923,0,0,0.0052,0.0063,-0.0011,-1.0824,1.2875,0.9852,0,1
HI.19980719.35708,19980719,74,4783.2053,4850.5752,2000,1992,0.9960,0.0234,136.4615,136.4217,38041.0824,0.9940,1.7899,0,0,0.0101,0.0100,0.0001,0.1199,1.3002,0.9856,0,1
HI.19980719.35708,19980719,73,4848.7161,4918.3176,2039,1993,0.9774,0.0044,131.7340,131.4138,33168.1562,0.9935,1.7758,0,0,-0.0096,-0.0082,-0.0014,-1.3341,1.2525,0.9712,0,1
HI.19980719.35708,19980719,72,4916.0451,4986.6089,2039,2027,0.9941,0.0044,133.7472,133.6792,36090.9661,0.9940,1.7644,0,0,-0.0025,-0.0016,-0.0008,-0.8243,1.2741,0.9843,0,1
HI.19980719.35708,19980719,71,4985.2734,5056.8315,2039,2023,0.9922,0.0044,132.3998,132.2935,34622.6688,0.9920,1.7269,0,0,-0.0107,-0.0135,0.0028,2.7076,1.2609,0.9841,0,1
HI.19980719.35708,19980719,70,5056.4762,5129.0609,1927,1921,0.9969,0.0591,134.9796,134.9592,37326.1277,0.9920,1.7161,0,0,-0.0049,-0.0050,0.0002,0.1477,1.2863,0.9867,0,1
HI.19980719.35708,19980719,69,5129.7425,5203.3876,2040,2028,0.9941,0.0039,136.6943,136.6159,39276.5219,0.9921,1.7088,0,0,-0.0065,-0.0070,0.0004,0.4200,1.3021,0.9908,0,1
HI.19980719.35708,19980719,68,5205.1716,5279.8902,2040,2032,0.9961,0.0039,140.6936,140.6547,44147.6144,0.9919,1.7061,0,0,0.0009,0.0009,0.0000,0.0018,1.3406,0.9852,0,1
HI.19980719.35708,19980719,67,5282.8485,5358.6793,2040,2038,0.9990,0.0039,144.6940,144.6905,49650.8726,0.9919,1.6895,0,0,0.0063,0.0070,-0.0007,-0.6409,1.3790,0.9855,0,1
HI.19980719.35708,19980719,66,5362.8818,5439.8540,2040,2036,0.9980,0.0039,146.4928,146.4701,52092.2588,0.9912,1.6974,0,0,0.0043,0.0047,-0.0004,-0.4246,1.3960,0.9807,0,1
HI.19980719.35708,19980719,65,5445.3743,5523.5257,2040,2032,0.9961,0.0039,148.0233,147.9884,54824.5339,0.9905,1.6901,0,0,0.0007,0.0010,-0.0003,-0.2468,1.4105,0.9833,0,1
HI.19980719.35708,19980719,64,5530.4447,5609.8147,2040,2021,0.9907,0.0039,149.6512,149.5663,57887.9617,0.9903,1.6825,0,0,-0.0016,-0.0017,0.0001,0.0831,1.4255,0.9833,0,1
HI.19980719.35708,19980719,63,5618.2196,5698.8350,2040,2034,0.9971,0.0039,151.2800,151.2441,61059.7863,0.9894,1.6907,0,0,-0.0024,-0.0023,-0.0001,-0.1139,1.4415,0.9838,0,1
HI.19980719.35708,19980719,62,5708.8314,5790.7230,2041,2034,0.9966,0.0034,154.2424,154.2205,66170.4211,0.9888,1.6946,0,0,0.0011,0.0002,0.0009,0.8348,1.4699,0.9859,0,1
HI.19980719.35708,19980719,61,5802.4110,5885.6299,2041,2037,0.9980,0.0034,156.4861,156.4761,70892.1717,0.9885,1.6981,0,0,0.0025,0.0024,0.0002,0.1651,1.4914,0.9855,0,1
HI.19980719.35708,19980719,60,5899.1093,5983.7006,2041,2035,0.9971,0.0034,158.2078,158.2078,75317.1467,0.9881,1.7028,0,0,0.0014,0.0014,0.0000,0.0000,1.5079,1.0000,0,1
HI.19980719.35708,19980719,59,5999.0822,6085.0903,2041,2037,0.9980,0.0034,159.9818,159.9703,80266.9547,0.9879,1.7062,0,0,0.0006,0.0021,-0.0015,-1.4580,1.5247,1.0000,0,1
HI.19980719.35708,19980719,58,6102.5129,6189.9700,2041,2037,0.9980,0.0034,160.5470,160.5392,79542.2683,0.9868,1.7186,0,0,-0.0040,-0.0030,-0.0010,-0.9870,1.5301,1.0000,0,1
HI.19980719.35708,19980719,57,6209.5685,6261.8638,1165,1048,0.8996,0.4312,164.4734,164.0161,88311.1106,0.9879,1.6409,0,0,0.0056,0.0041,0.0015,1.4749,1.5632,0.9981,0,1
HI.19980719.49996,19980719,93,3806.2065,3860.6656,2037,2034,0.9985,0.0054,49.1179,49.1314,2664.1754,0.9884,1.8163,0,0,-0.0310,-0.0296,-0.0015,-1.4125,0.4290,1.0233,0,1
HI.19980719.49996,19980719,92,3847.5657,3902.6259,2037,2029,0.9961,0.0054,58.9002,58.9127,3917.9334,0.9886,1.8325,0,0,0.0214,0.0207,0.0008,0.7447,0.5144,1.0239,0,1
HI.19980719.49996,19980719,91,3889.8349,3945.5110,2037,2027,0.9951,0.0054,64.2165,64.2165,4734.9754,0.9872,1.8561,0,0,-0.0160,-0.0169,0.0009,0.8605,0.5607,1.0177,0,1
HI.19980719.49996,19980719,90,3933.0467,3989.3495,2037,2028,0.9956,0.0054,72.5688,72.5568,6263.8552,0.9868,1.8234,0,0,-0.0204,-0.0220,0.0016,1.5372,0.6335,1.0194,0,1
HI.19980719.49996,19980719,89,3977.2264,4034.1696,2038,2022,0.9921,0.0049,96.1050,95.9489,12500.3078,0.9874,1.8452,0,0,0.0609,0.0621,-0.0012,-1.2018,0.8378,1.0095,0,1
HI.19980719.49996,19980719,88,4022.4110,4080.0147,2037,2033,0.9980,0.0054,101.5534,101.5347,14465.9352,0.9858,1.8467,0,0,0.0405,0.0419,-0.0014,-1.3445,0.8865,1.0059,0,1
HI.19980719.49996,19980719,87,4068.6327,4126.9065,2037,2018,0.9907,0.0054,106.9279,106.8139,16687.1279,0.9842,1.8529,0,0,0.0214,0.0231,-0.0017,-1.6443,0.9326,1.0027,0,1
HI.19980719.49996,19980719,86,4115.9281,4174.8940,2038,2029,0.9956,0.0049,113.0767,113.0180,19583.8567,0.9807,1.8480,0,0,0.0152,0.0160,-0.0008,-0.7757,0.9868,1.0014,0,1
HI.19980719.49996,19980719,85,4164.3386,4224.0086,2038,1996,0.9794,0.0049,116.2374,116.0427,21368.1131,0.9769,1.8471,0,0,0.0081,0.0092,-0.0011,-1.0632,1.0132,0.9986,0,1
HI.19980719.49996,19980719,84,4213.8976,4274.2918,2037,2000,0.9818,0.0054,119.4339,119.2621,23097.5469,0.9729,1.8388,0,0,0.0031,0.0022,0.0009,0.9005,1.0413,0.9997,0,1
HI.19980719.49996,19980719,83,4264.6583,4325.7860,2039,2031,0.9961,0.0044,117.3383,117.3208,22032.6065,0.9693,1.8160,0,0,-0.0231,-0.0258,0.0027,2.6143,1.0244,1.0019,0,1
HI.19980719.49996,19980719,82,4316.6489,4378.5357,2039,2027,0.9941,0.0044,127.3646,127.3412,28611.7832,0.9647,1.8201,0,0,0.0025,0.0019,0.0006,0.5887,1.1119,0.9954,0,1
HI.19980719.49996,19980719,81,4369.9306,4432.5882,2039,2030,0.9956,0.0044,131.6941,131.6637,32054.3836,0.9592,1.8236,0,0,0.0040,0.0040,-0.0000,-0.0245,1.1496,0.9909,0,1
HI.19980719.49996,19980719,80,4424.5421,4487.9919,2039,2028,0.9946,0.0044,136.7717,136.7903,36783.8302,0.9543,1.8370,0,0,0.0089,0.0091,-0.0002,-0.2211,1.1944,0.9894,0,1
HI.19980719.49996,19980719,79,4480.5348,4544.7996,2039,1986,0.9740,0.0044,140.8183,140.9312,41545.2919,0.9477,1.8525,0,0,0.0082,0.0097,-0.0015,-1.4612,1.2305,0.9846,0,1
HI.19980719.49996,19980719,78,4537.9630,4603.0479,2039,1878,0.9210,0.0044,143.2560,143.5382,44478.9159,0.9418,1.8576,0,0,0.0064,0.0079,-0.0015,-1.4276,1.2533,0.9873,0,1
HI.19980719.49996,19980719,77,4596.8858,4662.8374,2039,1681,0.8244,0.0044,145.4276,145.6639,47395.0873,0.9327,1.8440,0,0,0.0040,0.0071,-0.0031,-3.0241,1.2718,0.9839,0,1
HI.19980719.49996,19980719,76,4657.3583,4724.1831,2039,1402,0.6876,0.0044,145.4544,145.9581,47607.9259,0.9194,1.9004,0,0,-0.0027,0.0005,-0.0032,-3.1322,1.2744,0.9918,0,1
HI.19980719.49996,19980719,75,4719.4400,4785.9058,2000,1171,0.5855,0.0234,147.5380,148.3195,50683.7869,0.9096,1.9231,0,0,0.0024,0.0063,-0.0039,-3.8120,1.2950,0.9910,0,1
HI.19980719.49996,19980719,74,4783.1993,4850.5705,2000,884,0.4420,0.0234,149.0350,149.7430,53226.0782,0.8938,1.9559,1,0,nan,0.0100,nan,nan,nan,nan,0,0
HI.19980719.49996,19980719,73,4848.7106,4918.3114,2039,619,0.3036,0.0044,145.0560,141.9488,47674.2987,0.8721,1.9883,1,0,nan,-0.0082,nan,nan,nan,nan,0,0
HI.19980719.49996,19980719,72,4916.0400,4986.6044,2039,637,0.3124,0.0044,146.8771,148.3766,50656.3249,0.8725,2.0049,1,0,nan,-0.0016,nan,nan,nan,nan,0,0
HI.19980719.49996,19980719,71,4985.2639,5056.8250,2039,79,0.0387,0.0044,147.5478,nan,50649.1541,0.8312,2.0431,1,1,nan,-0.0135,nan,nan,nan,nan,0,0
HI.19980719.49996,19980719,70,5056.4700,5129.0552,1919,1908,0.9943,0.0630,88.9881,88.9567,17192.5765,1.0000,1.0497,0,0,nan,-0.0050,nan,nan,0.7767,0.5958,0,1
HI.19980719.49996,19980719,69,5129.7356,5203.3860,2040,46,0.0225,0.0039,144.4473,nan,56500.0322,0.8179,1.0907,1,1,nan,-0.0070,nan,nan,nan,nan,0,0
HI.19980719.49996,19980719,68,5205.1653,5279.8847,2040,25,0.0123,0.0039,154.0338,nan,67513.0489,0.8045,1.4651,1,1,nan,0.0009,nan,nan,nan,nan,0,0
HI.19980719.49996,19980719,67,5282.8430,5358.6741,2040,2006,0.9833,0.0039,123.9973,123.8704,40301.6758,1.0000,1.8972,0,0,nan,0.0070,nan,nan,1.0816,0.7729,0,1
HI.19980719.49996,19980719,66,5362.8754,5439.8478,2040,41,0.0201,0.0039,153.8273,nan,56933.8369,0.5480,1.0384,1,1,nan,0.0047,nan,nan,nan,nan,0,0
HI.19980719.49996,19980719,65,5445.3672,5523.5190,2040,2032,0.9961,0.0039,76.6959,76.6959,8998.0255,1.0000,0.9134,0,0,-0.0882,0.0010,-0.0892,-86.6485,0.6697,0.4668,1,0
HI.19980719.49996,19980719,64,5530.4444,5609.7886,2040,0,0.0000,0.0039,78.1942,nan,10606.2293,0.6350,0.6706,1,1,nan,-0.0017,nan,nan,nan,nan,0,0
HI.19980719.49996,19980719,63,5618.2123,5698.8269,2040,2040,1.0000,0.0039,71.5488,71.5488,7749.7376,0.9996,1.1627,0,0,0.0937,-0.0023,0.0960,93.2458,0.6247,0.4263,1,0
HI.19980719.49996,19980719,62,5708.8242,5790.7161,2041,2041,1.0000,0.0034,61.7566,61.7566,5178.6450,1.0000,1.1300,0,0,0.0779,0.0002,0.0777,75.4636,0.5392,0.3617,1,0
HI.19980719.49996,19980719,61,5802.4036,5885.6230,2041,2039,0.9990,0.0034,68.6496,68.6302,7978.6914,1.0000,1.0000,0,0,0.1822,0.0024,0.1798,174.7153,0.5992,0.3960,1,0
HI.19980719.49996,19980719,60,5899.1442,5983.6832,2031,2026,0.9975,0.0083,10.7065,10.6926,123.3491,1.0000,1.2618,0,1,-0.7397,0.0014,-0.7412,-720.1931,0.0934,0.0619,1,0
HI.19980719.49996,19980719,59,5999.0736,6085.0846,2041,2041,1.0000,0.0034,67.5981,67.5981,7521.1204,1.0000,1.0000,0,0,0.3444,0.0021,0.3423,332.5899,0.5902,0.3871,1,0
HI.19980719.49996,19980719,58,6102.5060,6189.9580,2041,2038,0.9985,0.0034,42.2678,42.2655,2062.6716,1.0000,2.4874,0,0,0.0674,-0.0030,0.0703,68.3528,0.3690,0.2412,1,0
HI.19980719.49996,19980719,57,6209.5684,6261.8562,1165,269,0.2309,0.4312,189.6032,84.9818,258767.9884,0.2757,3.8076,1,0,nan,0.0041,nan,nan,nan,nan,0,0
