koaid,mjd,order,v_rel,sigma,peak,npix
HI.19980825.43288,51050.501037,79,-511.46,15.06,0.99266,2843
HI.19980825.43288,51050.501037,80,-504.37,12.90,0.99518,2844
HI.19980825.43288,51050.501037,81,-410.32,13.34,0.99684,2843
HI.19980825.43288,51050.501037,82,-461.52,13.82,0.99613,2843
HI.19980825.43288,51050.501037,83,-418.56,12.00,0.99765,2842
HI.19980825.43288,51050.501037,84,-403.79,13.05,0.99703,2842
HI.19980825.43288,51050.501037,85,-328.60,26.22,0.98711,2841
HI.19980825.43288,51050.501037,86,-292.92,12.25,0.99691,2841
HI.19980825.43288,51050.501037,87,-249.76,11.46,0.99685,2840
HI.19980825.43288,51050.501037,88,-278.35,9.67,0.99823,2840
HI.19980825.43288,51050.501037,89,-259.78,18.22,0.99219,2839
HI.19980825.43288,51050.501037,90,-376.45,58.94,0.94661,2839
HI.19980825.43288,51050.501037,91,-321.93,32.77,0.98132,2838
HI.19980825.43288,51050.501037,92,-278.45,35.95,0.97892,2838
HI.19980825.43288,51050.501037,93,-312.12,34.61,0.98733,2837
HI.19980825.43615,51050.504810,72,-748.52,16.22,0.99361,2844
HI.19980825.43615,51050.504810,73,-743.27,14.67,0.99490,2793
HI.19980825.43615,51050.504810,74,-688.89,17.04,0.98923,2794
HI.19980825.43615,51050.504810,75,-667.05,16.46,0.99038,2793
HI.19980825.43615,51050.504810,76,-700.11,16.62,0.99157,2846
HI.19980825.43615,51050.504810,77,-620.09,15.83,0.99040,2845
HI.19980825.43615,51050.504810,78,-546.85,15.68,0.99316,2845
HI.19980825.43615,51050.504810,79,-558.96,15.66,0.99214,2843
HI.19980825.43615,51050.504810,80,-558.06,14.04,0.99436,2844
HI.19980825.43615,51050.504810,81,-483.08,14.49,0.99632,2843
HI.19980825.43615,51050.504810,82,-520.88,15.18,0.99542,2843
HI.19980825.43615,51050.504810,83,-465.23,13.71,0.99697,2842
HI.19980825.43615,51050.504810,84,-442.51,13.00,0.99708,2842
HI.19980825.43615,51050.504810,85,-367.22,26.66,0.98678,2841
HI.19980825.43615,51050.504810,86,-334.31,12.88,0.99662,2841
HI.19980825.43615,51050.504810,87,-292.08,11.67,0.99675,2840
HI.19980825.43615,51050.504810,88,-312.35,10.42,0.99797,2840
HI.19980825.43615,51050.504810,89,-295.13,18.48,0.99205,2839
HI.19980825.43615,51050.504810,90,-416.76,59.39,0.94622,2839
HI.19980825.43615,51050.504810,91,-375.42,33.80,0.98036,2838
HI.19980825.43615,51050.504810,92,-331.87,36.13,0.97881,2838
HI.19980825.43615,51050.504810,93,-364.53,34.57,0.98745,2837
HI.19980826.19326,51051.223701,72,535.58,5.91,0.99912,2844
HI.19980826.19326,51051.223701,73,550.17,5.45,0.99927,2794
HI.19980826.19326,51051.223701,74,555.98,7.49,0.99781,2795
HI.19980826.19326,51051.223701,75,566.49,5.94,0.99869,2793
HI.19980826.19326,51051.223701,76,547.43,5.59,0.99897,2847
HI.19980826.19326,51051.223701,77,566.94,5.17,0.99892,2846
HI.19980826.19326,51051.223701,78,615.91,15.88,0.99271,2845
HI.19980826.19326,51051.223701,79,558.92,6.31,0.99867,2843
HI.19980826.19326,51051.223701,80,592.12,4.52,0.99938,2845
HI.19980826.19326,51051.223701,81,582.61,6.04,0.99933,2845
HI.19980826.19326,51051.223701,82,604.77,5.27,0.99942,2844
HI.19980826.19326,51051.223701,83,605.81,5.20,0.99955,2844
HI.19980826.19326,51051.223701,84,593.09,6.53,0.99924,2843
HI.19980826.19326,51051.223701,85,600.26,15.18,0.99569,2843
HI.19980826.19326,51051.223701,86,622.03,5.82,0.99928,2842
HI.19980826.19326,51051.223701,87,624.65,7.03,0.99879,2842
HI.19980826.19326,51051.223701,88,630.86,6.34,0.99922,2841
HI.19980826.19326,51051.223701,89,616.51,16.92,0.99316,2840
HI.19980826.19326,51051.223701,90,550.46,58.64,0.94620,2840
HI.19980826.19326,51051.223701,91,640.71,35.02,0.97848,2839
HI.19980826.19326,51051.223701,92,612.75,33.50,0.98138,2839
HI.19980826.19326,51051.223701,93,523.33,31.89,0.98915,2839
HI.19980826.19932,51051.230717,72,505.39,129.78,0.76044,2844
HI.19980826.19932,51051.230717,73,678.92,82.14,0.89111,2794
HI.19980826.19932,51051.230717,74,535.43,41.01,0.94608,2795
HI.19980826.19932,51051.230717,75,457.63,61.64,0.89839,2793
HI.19980826.19932,51051.230717,76,608.58,22.91,0.98393,2847
HI.19980826.19932,51051.230717,77,568.26,13.32,0.99314,2846
HI.19980826.19932,51051.230717,78,588.48,19.28,0.98970,2846
HI.19980826.19932,51051.230717,79,626.08,10.52,0.99642,2843
HI.19980826.19932,51051.230717,80,604.43,4.88,0.99928,2845
HI.19980826.19932,51051.230717,81,599.82,6.90,0.99912,2845
HI.19980826.19932,51051.230717,82,593.16,8.64,0.99846,2844
HI.19980826.19932,51051.230717,83,620.30,5.36,0.99952,2844
HI.19980826.19932,51051.230717,84,627.55,6.98,0.99913,2843
HI.19980826.19932,51051.230717,85,627.83,14.95,0.99580,2843
HI.19980826.19932,51051.230717,86,624.44,5.96,0.99925,2842
HI.19980826.19932,51051.230717,87,622.46,8.59,0.99823,2842
HI.19980826.19932,51051.230717,88,586.58,25.32,0.98860,2841
HI.19980826.19932,51051.230717,89,644.91,23.93,0.98770,2840
HI.19980826.19932,51051.230717,90,531.92,88.12,0.90611,2840
HI.19980826.19932,51051.230717,92,498.09,290.20,0.55619,2839
HI.19980826.34749,51051.402204,72,-6.81,4.34,0.99953,2844
HI.19980826.34749,51051.402204,73,11.53,3.43,0.99971,2794
HI.19980826.34749,51051.402204,74,26.86,5.58,0.99881,2793
HI.19980826.34749,51051.402204,75,17.29,4.38,0.99929,2793
HI.19980826.34749,51051.402204,76,18.50,3.89,0.99951,2847
HI.19980826.34749,51051.402204,77,12.58,3.89,0.99939,2846
HI.19980826.34749,51051.402204,78,11.43,3.47,0.99965,2846
HI.19980826.34749,51051.402204,79,-5.91,4.83,0.99922,2843
HI.19980826.34749,51051.402204,80,2.03,2.74,0.99977,2845
HI.19980826.34749,51051.402204,81,-15.35,4.62,0.99960,2843
HI.19980826.34749,51051.402204,82,-8.81,4.01,0.99966,2844
HI.19980826.34749,51051.402204,83,-3.78,4.27,0.99970,2844
HI.19980826.34749,51051.402204,84,-22.41,4.32,0.99966,2843
HI.19980826.34749,51051.402204,85,-4.31,24.05,0.98886,2843
HI.19980826.34749,51051.402204,86,-8.13,5.92,0.99926,2842
HI.19980826.34749,51051.402204,87,-10.51,6.10,0.99908,2842
HI.19980826.34749,51051.402204,88,-0.74,4.60,0.99959,2841
HI.19980826.34749,51051.402204,89,-28.75,15.78,0.99404,2840
HI.19980826.34749,51051.402204,90,-58.98,57.36,0.94808,2840
HI.19980826.34749,51051.402204,91,36.01,32.46,0.98132,2839
HI.19980826.34749,51051.402204,92,-12.04,33.35,0.98147,2839
HI.19980826.34749,51051.402204,93,-95.92,31.28,0.98945,2839
HI.19980826.35345,51051.409098,72,11.38,5.07,0.99935,2844
HI.19980826.35345,51051.409098,73,27.37,3.67,0.99967,2794
HI.19980826.35345,51051.409098,74,42.46,5.15,0.99897,2795
HI.19980826.35345,51051.409098,75,35.70,4.35,0.99930,2793
HI.19980826.35345,51051.409098,76,31.67,4.00,0.99948,2845
HI.19980826.35345,51051.409098,77,30.87,3.75,0.99944,2846
HI.19980826.35345,51051.409098,78,25.33,4.42,0.99943,2845
HI.19980826.35345,51051.409098,79,8.06,5.43,0.99901,2843
HI.19980826.35345,51051.409098,80,11.42,3.19,0.99969,2845
HI.19980826.35345,51051.409098,81,9.26,5.34,0.99947,2843
HI.19980826.35345,51051.409098,82,10.04,4.20,0.99963,2844
HI.19980826.35345,51051.409098,83,1.30,3.65,0.99978,2844
HI.19980826.35345,51051.409098,84,3.67,4.74,0.99960,2843
HI.19980826.35345,51051.409098,85,10.11,24.02,0.98887,2843
HI.19980826.35345,51051.409098,86,12.14,4.77,0.99951,2842
HI.19980826.35345,51051.409098,87,15.41,6.58,0.99894,2842
HI.19980826.35345,51051.409098,88,-2.48,4.18,0.99966,2839
HI.19980826.35345,51051.409098,89,-3.31,15.57,0.99419,2839
HI.19980826.35345,51051.409098,90,-15.10,57.50,0.94829,2840
HI.19980826.35345,51051.409098,91,62.50,32.53,0.98121,2839
HI.19980826.35345,51051.409098,92,17.25,33.66,0.98118,2839
HI.19980826.35345,51051.409098,93,-81.78,30.46,0.99011,2839
HI.19980826.35939,51051.415978,72,-23.25,4.81,0.99942,2844
HI.19980826.35939,51051.415978,73,-24.45,4.44,0.99951,2792
HI.19980826.35939,51051.415978,74,-41.17,5.56,0.99883,2795
HI.19980826.35939,51051.415978,75,-29.68,5.18,0.99902,2793
HI.19980826.35939,51051.415978,76,-28.43,4.92,0.99920,2847
HI.19980826.35939,51051.415978,77,-21.11,5.04,0.99897,2846
HI.19980826.35939,51051.415978,78,-23.98,4.49,0.99941,2843
HI.19980826.35939,51051.415978,79,-5.40,6.00,0.99882,2843
HI.19980826.35939,51051.415978,80,-7.29,3.51,0.99962,2845
HI.19980826.35939,51051.415978,81,1.88,5.42,0.99945,2845
HI.19980826.35939,51051.415978,82,-3.10,4.82,0.99952,2844
HI.19980826.35939,51051.415978,83,5.85,5.02,0.99958,2844
HI.19980826.35939,51051.415978,84,6.74,5.83,0.99939,2843
HI.19980826.35939,51051.415978,85,-5.89,15.57,0.99542,2843
HI.19980826.35939,51051.415978,86,-7.31,5.75,0.99931,2842
HI.19980826.35939,51051.415978,87,-14.50,8.38,0.99834,2842
HI.19980826.35939,51051.415978,88,0.08,8.92,0.99848,2841
HI.19980826.35939,51051.415978,89,4.99,20.88,0.99041,2840
HI.19980826.35939,51051.415978,91,-54.77,40.12,0.97308,2839
HI.19980826.35939,51051.415978,93,41.70,68.21,0.95227,2839
HI.19980826.44043,51051.509782,72,21.73,7.69,0.99851,2844
HI.19980826.44043,51051.509782,73,-19.02,6.44,0.99898,2794
HI.19980826.44043,51051.509782,74,20.06,7.80,0.99769,2795
HI.19980826.44043,51051.509782,75,20.61,7.30,0.99805,2793
HI.19980826.44043,51051.509782,76,14.15,7.99,0.99791,2847
HI.19980826.44043,51051.509782,77,25.93,9.07,0.99670,2846
HI.19980826.44043,51051.509782,78,16.90,9.69,0.99728,2846
HI.19980826.44043,51051.509782,79,32.22,12.03,0.99542,2843
HI.19980826.44043,51051.509782,80,40.74,8.27,0.99793,2845
HI.19980826.44043,51051.509782,81,86.90,18.51,0.99396,2845
HI.19980826.44043,51051.509782,82,48.07,21.00,0.99130,2843
HI.19980826.44043,51051.509782,83,54.91,18.78,0.99438,2842
HI.19980826.44043,51051.509782,84,90.31,9.13,0.99853,2843
HI.19980826.44043,51051.509782,85,119.37,26.26,0.98690,2840
HI.19980826.44043,51051.509782,86,64.68,13.32,0.99634,2842
HI.19980826.44043,51051.509782,87,85.48,8.46,0.99827,2842
HI.19980826.44043,51051.509782,88,101.13,8.70,0.99857,2841
HI.19980826.44043,51051.509782,89,98.95,17.22,0.99301,2840
HI.19980826.44043,51051.509782,90,5.33,56.96,0.94884,2840
HI.19980826.44043,51051.509782,91,113.38,33.06,0.98067,2839
HI.19980826.44043,51051.509782,92,67.04,35.10,0.97977,2839
HI.19980826.44043,51051.509782,93,67.04,32.84,0.98860,2839
HI.19980912.28430,51068.329067,72,-927.36,179.92,0.67468,2844
HI.19980912.28430,51068.329067,74,-711.57,39.82,0.94926,2784
HI.19980912.28430,51068.329067,77,-662.61,96.84,0.79824,2845
HI.19980912.28430,51068.329067,82,-600.90,43.54,0.96720,2826
HI.19980912.28430,51068.329067,83,-526.83,21.00,0.99311,2843
HI.19980912.28430,51068.329067,90,-485.46,98.23,0.88737,2839
HI.19980912.28430,51068.329067,93,-453.73,118.94,0.89302,2812
HI.19980913.29698,51069.343742,72,-783.05,16.29,0.99337,2844
HI.19980913.29698,51069.343742,73,-769.50,14.62,0.99476,2792
HI.19980913.29698,51069.343742,74,-756.19,16.06,0.99012,2787
HI.19980913.29698,51069.343742,75,-757.40,15.38,0.99132,2792
HI.19980913.29698,51069.343742,76,-714.06,16.16,0.99164,2842
HI.19980913.29698,51069.343742,77,-774.12,23.90,0.97809,2843
HI.19980913.29698,51069.343742,78,-679.44,16.06,0.99247,2845
HI.19980913.29698,51069.343742,79,-775.15,15.76,0.99174,2841
HI.19980913.29698,51069.343742,80,-741.82,14.17,0.99402,2844
HI.19980913.29698,51069.343742,81,-714.84,15.89,0.99543,2843
HI.19980913.29698,51069.343742,82,-793.95,14.32,0.99574,2843
HI.19980913.29698,51069.343742,83,-823.66,13.72,0.99687,2843
HI.19980913.29698,51069.343742,84,-793.64,16.25,0.99534,2842
HI.19980913.29698,51069.343742,85,-769.23,28.00,0.98518,2842
HI.19980913.29698,51069.343742,87,-771.73,16.01,0.99380,2841
HI.19980913.29698,51069.343742,88,-800.47,13.97,0.99633,2841
HI.19980913.29698,51069.343742,89,-708.26,22.27,0.98863,2840
HI.19980913.29698,51069.343742,90,-849.63,61.80,0.94327,2840
HI.19980913.29698,51069.343742,91,-743.59,34.74,0.97922,2839
HI.19980913.29698,51069.343742,93,-948.28,33.85,0.98812,2839
HI.19980914.33654,51070.389523,72,-549.55,11.03,0.99699,2844
HI.19980914.33654,51070.389523,73,-550.85,8.39,0.99830,2792
HI.19980914.33654,51070.389523,74,-523.29,10.18,0.99607,2793
HI.19980914.33654,51070.389523,75,-505.83,8.94,0.99709,2791
HI.19980914.33654,51070.389523,76,-526.54,8.66,0.99761,2845
HI.19980914.33654,51070.389523,77,-480.79,8.49,0.99716,2845
HI.19980914.33654,51070.389523,78,-493.55,8.09,0.99811,2845
HI.19980914.33654,51070.389523,79,-496.05,9.90,0.99679,2843
HI.19980914.33654,51070.389523,80,-494.63,7.16,0.99850,2844
HI.19980914.33654,51070.389523,81,-483.99,8.91,0.99858,2843
HI.19980914.33654,51070.389523,82,-509.51,9.05,0.99835,2843
HI.19980914.33654,51070.389523,83,-454.71,6.67,0.99927,2842
HI.19980914.33654,51070.389523,84,-444.42,18.06,0.99440,2842
HI.19980914.33654,51070.389523,85,-415.33,24.93,0.98830,2841
HI.19980914.33654,51070.389523,86,-413.35,8.79,0.99840,2841
HI.19980914.33654,51070.389523,87,-400.23,10.13,0.99754,2840
HI.19980914.33654,51070.389523,88,-406.23,7.45,0.99896,2840
HI.19980914.33654,51070.389523,89,-423.78,16.76,0.99347,2839
HI.19980914.33654,51070.389523,90,-442.91,58.72,0.94704,2839
HI.19980914.33654,51070.389523,91,-386.58,32.65,0.98148,2838
HI.19980914.33654,51070.389523,92,-391.44,35.63,0.97949,2837
HI.19980914.33654,51070.389523,93,-489.93,33.45,0.98823,2837
HI.19980915.28132,51071.325610,72,941.72,9.79,0.99769,2844
HI.19980915.28132,51071.325610,73,989.13,7.26,0.99876,2793
HI.19980915.28132,51071.325610,74,955.92,8.53,0.99730,2794
HI.19980915.28132,51071.325610,75,960.28,7.56,0.99797,2793
HI.19980915.28132,51071.325610,76,929.20,7.97,0.99801,2846
HI.19980915.28132,51071.325610,77,1002.31,9.46,0.99660,2846
HI.19980915.28132,51071.325610,78,965.32,7.20,0.99853,2845
HI.19980915.28132,51071.325610,79,916.33,9.34,0.99719,2843
HI.19980915.28132,51071.325610,80,959.31,8.54,0.99790,2844
HI.19980915.28132,51071.325610,81,934.93,8.74,0.99866,2844
HI.19980915.28132,51071.325610,82,927.04,8.23,0.99866,2843
HI.19980915.28132,51071.325610,83,954.31,7.03,0.99920,2843
HI.19980915.28132,51071.325610,84,929.64,13.19,0.99705,2842
HI.19980915.28132,51071.325610,85,942.58,25.87,0.98764,2842
HI.19980915.28132,51071.325610,86,918.08,9.07,0.99834,2841
HI.19980915.28132,51071.325610,87,952.83,9.88,0.99771,2841
HI.19980915.28132,51071.325610,88,949.96,7.97,0.99882,2840
HI.19980915.28132,51071.325610,89,893.51,21.64,0.98958,2840
HI.19980915.28132,51071.325610,90,866.70,59.72,0.94625,2839
HI.19980915.28132,51071.325610,91,960.43,32.72,0.98170,2839
HI.19980915.28132,51071.325610,92,926.96,35.20,0.97992,2838
HI.19980915.28132,51071.325610,93,799.56,34.05,0.98794,2838
HI.19980916.27261,51072.315542,72,340.47,14.11,0.99517,2844
HI.19980916.27261,51072.315542,73,383.84,12.47,0.99629,2792
HI.19980916.27261,51072.315542,74,356.88,13.92,0.99280,2793
HI.19980916.27261,51072.315542,75,418.09,14.79,0.99220,2793
HI.19980916.27261,51072.315542,76,371.99,13.19,0.99451,2846
HI.19980916.27261,51072.315542,77,461.45,12.30,0.99415,2845
HI.19980916.27261,51072.315542,78,422.49,11.98,0.99589,2845
HI.19980916.27261,51072.315542,79,393.68,13.40,0.99417,2843
HI.19980916.27261,51072.315542,80,414.86,11.94,0.99584,2844
HI.19980916.27261,51072.315542,81,385.14,15.92,0.99554,2844
HI.19980916.27261,51072.315542,82,379.80,13.19,0.99651,2843
HI.19980916.27261,51072.315542,83,448.62,11.60,0.99779,2842
HI.19980916.27261,51072.315542,84,417.01,14.85,0.99619,2842
HI.19980916.27261,51072.315542,85,479.17,26.42,0.98696,2841
HI.19980916.27261,51072.315542,86,457.91,12.31,0.99689,2841
HI.19980916.27261,51072.315542,87,428.84,15.08,0.99467,2840
HI.19980916.27261,51072.315542,88,459.91,15.10,0.99577,2840
HI.19980916.27261,51072.315542,89,463.39,18.76,0.99184,2839
HI.19980916.27261,51072.315542,90,424.54,59.54,0.94574,2839
HI.19980916.27261,51072.315542,91,506.35,33.29,0.98082,2838
HI.19980916.27261,51072.315542,92,492.33,36.69,0.97825,2838
HI.19980916.27261,51072.315542,93,391.79,34.11,0.98795,2837
HI.19980917.29496,51073.341397,72,512.18,9.55,0.99778,2844
HI.19980917.29496,51073.341397,73,458.22,8.90,0.99815,2793
HI.19980917.29496,51073.341397,74,485.92,8.90,0.99707,2794
HI.19980917.29496,51073.341397,75,512.07,9.38,0.99689,2793
HI.19980917.29496,51073.341397,76,499.70,7.37,0.99830,2846
HI.19980917.29496,51073.341397,77,539.41,7.50,0.99783,2843
HI.19980917.29496,51073.341397,78,523.77,7.77,0.99829,2845
HI.19980917.29496,51073.341397,79,508.90,9.31,0.99721,2843
HI.19980917.29496,51073.341397,80,518.52,6.49,0.99878,2844
HI.19980917.29496,51073.341397,81,541.34,9.58,0.99839,2844
HI.19980917.29496,51073.341397,82,465.06,8.82,0.99846,2843
HI.19980917.29496,51073.341397,83,543.26,6.54,0.99931,2843
HI.19980917.29496,51073.341397,84,528.84,12.12,0.99749,2842
HI.19980917.29496,51073.341397,85,552.54,17.80,0.99412,2842
HI.19980917.29496,51073.341397,86,537.26,9.44,0.99819,2841
HI.19980917.29496,51073.341397,87,553.58,9.55,0.99784,2841
HI.19980917.29496,51073.341397,88,521.93,8.97,0.99853,2840
HI.19980917.29496,51073.341397,89,443.25,17.59,0.99293,2840
HI.19980918.26233,51074.303637,72,-93.42,15.87,0.99395,2844
HI.19980918.26233,51074.303637,73,-106.32,14.35,0.99518,2793
HI.19980918.26233,51074.303637,74,-82.78,15.18,0.99159,2794
HI.19980918.26233,51074.303637,75,-84.68,15.52,0.99155,2793
HI.19980918.26233,51074.303637,76,-59.73,14.05,0.99390,2846
HI.19980918.26233,51074.303637,77,-1.79,12.99,0.99348,2845
HI.19980918.26233,51074.303637,78,25.97,12.50,0.99557,2845
HI.19980918.26233,51074.303637,79,3.30,13.97,0.99373,2843
HI.19980918.26233,51074.303637,80,36.52,11.76,0.99600,2845
HI.19980918.26233,51074.303637,81,53.16,12.67,0.99718,2844
HI.19980918.26233,51074.303637,82,33.26,12.60,0.99684,2843
HI.19980918.26233,51074.303637,83,101.12,11.76,0.99778,2843
HI.19980918.26233,51074.303637,84,93.67,14.88,0.99622,2842
HI.19980918.26233,51074.303637,85,131.03,14.26,0.99623,2842
HI.19980918.26233,51074.303637,86,138.14,12.22,0.99697,2841
HI.19980918.26233,51074.303637,87,144.89,12.96,0.99601,2841
HI.19980918.26233,51074.303637,88,141.38,11.05,0.99775,2840
HI.19980918.26233,51074.303637,89,124.49,20.52,0.99045,2840
HI.19980918.26233,51074.303637,90,67.88,61.02,0.94436,2839
HI.19980918.26233,51074.303637,91,171.70,34.19,0.98006,2839
HI.19980918.26233,51074.303637,92,91.15,37.44,0.97763,2838
HI.19980918.26233,51074.303637,93,29.75,35.26,0.98713,2838
